is_child,age,id
False,[''],516066899747422208
True,['1 to 4 years (toddler/pre-school)'],538207230919991296
False,[''],423421829651640320
False,[''],423421829651640320
False,[''],423421829651640320
False,[''],423421829651640320
False,[''],490042157961449472
True,['0 to less than 1 year (baby/infant)'],530592624592556032
True,['0 to less than 1 year (baby/infant)'],530592624592556032
False,[''],430913419769053184
True,['14 to 17 years (high school)'],476243595767185411
False,[''],527573377637445632
False,[''],440571445203447808
False,[''],522933296729034754
True,['0 to less than 1 year (baby/infant)'],527634382412980224
False,[''],451890033260523521
True,['0 to less than 1 year (baby/infant)'],438126601046216704
False,[''],495278420675534848
False,[''],487285812875509760
False,[''],455117756325961728
True,['0 to less than 1 year (baby/infant)'],459505991814758400
True,['0 to less than 1 year (baby/infant)'],459505991814758400
True,['0 to less than 1 year (baby/infant)'],459505991814758400
True,['0 to less than 1 year (baby/infant)'],459505991814758400
False,[''],469098795624460288
False,[''],428196985124835329
False,[''],500751440000712704
True,['No specific age (children general)'],433730785363759104
False,[''],475637046720364544
False,[''],481315654193008640
False,[''],524306441813753856
False,[''],446929120044142592
True,['0 to less than 1 year (baby/infant)'],488124465234989057
False,[''],434184431134601216
False,[''],427956176501100544
False,[''],470403776122486784
False,[''],492057001267318784
False,[''],475484175311863808
False,[''],512396558168768513
True,['14 to 17 years (high school)'],479988704321499136
False,[''],489757546844938240
False,[''],489757546844938240
False,[''],489757546844938240
False,[''],489757546844938240
False,[''],531226503904632832
False,[''],547509691547648002
False,[''],547509691547648002
True,['Unsure'],439915564639604736
False,[''],540302936967217153
False,[''],462759480691007488
False,[''],458221894584782849
True,['Unsure'],543497761446825985
False,[''],429063244217458688
False,[''],429063244217458688
False,[''],439643103172263936
True,['0 to less than 1 year (baby/infant)'],513794253181296640
False,[''],486105450245795840
False,[''],490678115040260097
False,[''],464226080220393473
False,[''],515368615739002880
False,[''],447197237072781312
True,['Unsure'],535819784081133568
True,['1 to 4 years (toddler/pre-school)'],467578046375919616
True,['Unsure'],547841601121169408
True,['1 to 4 years (toddler/pre-school)'],455021395970244608
False,[''],488217295718604800
False,[''],438678355475324928
False,[''],423884965559160832
False,[''],458985949053984768
False,[''],436977652168392704
False,[''],509737078939475968
False,[''],505390932263731200
False,[''],517281794769821696
False,[''],510700919995265024
False,[''],436977652168392704
False,[''],509737078939475968
False,[''],505390932263731200
False,[''],517281794769821696
False,[''],510700919995265024
False,[''],436977652168392704
False,[''],509737078939475968
False,[''],505390932263731200
False,[''],517281794769821696
False,[''],510700919995265024
False,[''],436977652168392704
False,[''],509737078939475968
False,[''],505390932263731200
False,[''],517281794769821696
False,[''],510700919995265024
True,['Unsure'],469069774123569153
True,['14 to 17 years (high school)'],441338183641358336
True,['14 to 17 years (high school)'],515585379425345536
False,[''],503387510937231360
True,['0 to less than 1 year (baby/infant)'],431498121835593728
True,['11 to 13 years (middle school)'],536608411799273472
False,[''],448632620541558784
False,[''],530064990238040064
False,[''],448632620541558784
False,[''],530064990238040064
False,[''],497614548963438593
False,[''],494599663769497600
False,[''],488332864035885059
False,[''],422734546346713088
False,[''],541777155664138240
False,[''],453979470584479745
False,[''],463792879895207937
False,[''],504791347815911424
False,[''],504791347815911424
False,[''],504791347815911424
False,[''],504791347815911424
False,[''],452585812610125824
False,[''],495614535785787392
False,[''],430449706078973952
True,['1 to 4 years (toddler/pre-school)'],485839849815957504
False,[''],502093296186179584
True,['No specific age (children general)'],448246101007925248
True,['No specific age (children general)'],448246101007925248
False,[''],425428112512262145
False,[''],483657070533541888
False,[''],487095441150840833
True,['5 to 10 years (elementary school)'],495602343149572096
False,[''],435601190492340224
False,[''],427968918201065472
False,[''],450381225648488448
True,['No specific age (children general)'],494163714812432384
True,['No specific age (children general)'],494163714812432384
False,[''],494163714812432384
False,[''],494163714812432384
False,[''],498169060748963840
False,[''],418972539315290112
False,[''],431273210626056192
False,[''],456194784277716992
False,[''],469343416271122433
True,['0 to less than 1 year (baby/infant)'],456086967856295939
False,[''],432946709770276864
True,['No specific age (children general)'],455475329659052032
False,[''],542878729958354944
False,[''],445540430222868480
False,[''],530734704853794816
False,[''],428315999323324416
True,['1 to 4 years (toddler/pre-school)'],486900212427153409
False,[''],454249268144926720
True,['1 to 4 years (toddler/pre-school)'],506475846941835266
False,[''],514484623045558272
False,[''],435913238656864256
False,[''],435913238656864256
False,[''],435913238656864256
False,[''],435913238656864256
False,[''],521859309370875904
False,[''],521371364083519488
False,[''],433350170470670337
False,[''],493973441968488448
False,[''],527169611192860672
True,['0 to less than 1 year (baby/infant)'],446141094649028608
False,[''],452313621280727040
False,[''],526499279289196545
False,[''],484463534521057281
False,[''],443864017828732928
False,[''],451826271153299457
False,[''],456895564903231488
False,[''],523259811220455424
False,[''],491281521605881856
False,[''],518884348158676992
True,['0 to less than 1 year (baby/infant)'],492512227921260544
False,[''],489706507223592961
False,[''],511212909717127169
False,[''],433300251789635584
False,[''],490992567840825344
False,[''],490992567840825344
False,[''],490992567840825344
False,[''],490992567840825344
True,['0 to less than 1 year (baby/infant)'],456632766671486977
False,[''],447740850035228672
False,[''],446144728736604160
False,[''],501177593731620864
False,[''],430890014629572608
False,[''],516560631697539073
True,['No specific age (children general)'],460598465706606592
True,['14 to 17 years (high school)'],428536289856864256
False,[''],498982653056778240
False,[''],420919197112496128
False,[''],433063270636077056
True,['1 to 4 years (toddler/pre-school)'],529862478101241858
True,['0 to less than 1 year (baby/infant)'],464875670607110144
True,['0 to less than 1 year (baby/infant)'],464875670607110144
True,['0 to less than 1 year (baby/infant)'],464875670607110144
True,['0 to less than 1 year (baby/infant)'],464875670607110144
True,['0 to less than 1 year (baby/infant)'],464875670607110144
True,['0 to less than 1 year (baby/infant)'],464875670607110144
False,[''],472495935306469377
False,[''],497067145906225152
False,[''],514939227943874560
False,[''],532923908601942017
False,[''],431198413661962240
False,[''],438406168655183872
False,[''],477297878289743872
False,[''],434361460291289088
True,['0 to less than 1 year (baby/infant)'],491424612039659521
False,[''],486977951380934657
True,['0 to less than 1 year (baby/infant)'],505725823106965505
True,['0 to less than 1 year (baby/infant)'],455611989507596288
False,[''],511628651117686785
False,[''],472282184527515649
False,[''],469634842284408833
True,['0 to less than 1 year (baby/infant)'],442080642160164864
False,[''],520656538076475392
True,['0 to less than 1 year (baby/infant)'],510050619730976768
False,[''],549761809784123392
False,[''],530755160243728385
False,[''],521847352915550209
False,[''],499751558335459328
False,[''],508792993823088640
False,[''],515332910006960128
False,[''],494875800076693504
False,[''],451444411486838784
False,[''],451444411486838784
False,[''],451444411486838784
False,[''],451444411486838784
False,[''],477161983834193920
False,[''],449400409245765633
False,[''],449400409245765633
False,[''],449400409245765633
False,[''],449400409245765633
True,['0 to less than 1 year (baby/infant)'],486595569649848322
False,[''],459868566569771008
True,['0 to less than 1 year (baby/infant)'],496877747789000705
False,[''],434431063805284352
True,['1 to 4 years (toddler/pre-school)'],540977021384679424
True,['14 to 17 years (high school)'],529699258673688576
False,[''],435640751527960576
False,[''],522931335921688577
False,[''],524369437492015105
False,[''],502648627555487744
False,[''],540929705382129664
False,[''],494921390089588736
False,[''],441315484093251584
False,[''],506295560471449600
False,[''],466347720207511554
False,[''],459865842008608768
False,[''],481607516069978112
True,['1 to 4 years (toddler/pre-school)'],464595607177666562
False,[''],450429085177901056
False,[''],482150154762719232
False,[''],481082912243081216
True,['11 to 13 years (middle school)'],474599701480607744
False,[''],440464879531859968
True,['14 to 17 years (high school)'],488005819532070912
True,['1 to 4 years (toddler/pre-school)'],536196233098842113
False,[''],506909074794225664
False,[''],457503433927692289
False,[''],509730893158576128
False,[''],515518586928889856
True,['0 to less than 1 year (baby/infant)'],523949537077907456
False,[''],443891926841180161
True,['5 to 10 years (elementary school)'],467694458675281920
False,[''],472542953924493312
False,[''],472542953924493312
False,[''],472542953924493312
False,[''],472542953924493312
False,[''],443079458350579713
False,[''],443079458350579713
False,[''],443079458350579713
False,[''],443079458350579713
False,[''],492312243917553665
True,['0 to less than 1 year (baby/infant)'],513515544918511618
False,[''],459781373230739456
True,['0 to less than 1 year (baby/infant)'],498993101264781312
False,[''],538603429006807041
False,[''],450566299014283264
False,[''],437467175440244736
True,['1 to 4 years (toddler/pre-school)'],488815791681183744
False,[''],443121488322117633
False,[''],510141846207463424
False,[''],469572254482046977
False,[''],507013035673001984
False,[''],492159516155187200
False,[''],448820913610702848
False,[''],428195833863892994
False,[''],428195833863892994
False,[''],428195833863892994
False,[''],428195833863892994
False,[''],435237550719238144
False,[''],483146771846033409
False,[''],430966434416844800
False,[''],514207220381532161
False,[''],436568594290188288
False,[''],423468280968663040
False,[''],546896199081791488
True,['0 to less than 1 year (baby/infant)'],540881178233151489
False,[''],543534155452411904
False,[''],543534155452411904
False,[''],543534155452411904
False,[''],543534155452411904
False,[''],477492335790399488
False,[''],453203402634559488
False,[''],443560761609039872
False,[''],429029895105032193
False,[''],450956164910829568
False,[''],493555412570882051
False,[''],447753478019252224
False,[''],452159642379251712
True,['1 to 4 years (toddler/pre-school)'],547914748936085504
False,[''],447808091518947328
False,[''],462321119697977344
False,[''],548152536746979328
False,[''],535475416740683776
True,['0 to less than 1 year (baby/infant)'],505082128569483266
True,['0 to less than 1 year (baby/infant)'],478385530099761152
False,[''],440614532411445248
False,[''],459168955966717952
False,[''],420368172135772160
False,[''],481864669104062464
False,[''],548699933667520512
False,[''],548699933667520512
False,[''],481290369934835712
False,[''],547636701347467265
False,[''],508516095003987968
False,[''],519774307371581440
False,[''],423495238750322689
False,[''],484350893156864001
False,[''],536532170652008449
False,[''],421467435553005568
False,[''],421352077990690816
False,[''],544892208424288256
False,[''],543546382720987136
False,[''],472027357805817857
False,[''],444367868428177408
True,['14 to 17 years (high school)'],477273687490428928
True,['1 to 4 years (toddler/pre-school)'],506619835078672384
False,[''],496486524460859393
False,[''],496486524460859393
False,[''],496486524460859393
False,[''],496486524460859393
False,[''],471119301160628225
False,[''],445710971529887744
False,[''],468836425530880000
False,[''],463528966922719232
False,[''],461269506753835008
False,[''],454737526909976576
False,[''],458778321028149248
False,[''],481505057397940227
False,[''],511878565848444928
False,[''],436998116206579712
False,[''],464917207403995137
False,[''],542707372427591680
False,[''],439063294054506496
False,[''],468496852468236289
False,[''],484042445923966977
False,[''],424415250524692481
False,[''],530702915552702465
False,[''],484402895463272450
False,[''],487247878608265216
True,['No specific age (children general)'],445699258952720385
True,"['14 to 17 years (high school)', '11 to 13 years (middle school)']",440614096149299200
True,"['11 to 13 years (middle school)', '5 to 10 years (elementary school)', 'Unsure']",463149306003095552
False,[''],441940247316676609
False,[''],441389176592662528
False,[''],527428199555543041
False,[''],433680739729555456
True,['0 to less than 1 year (baby/infant)'],481605255956676608
False,[''],448646363358969856
False,[''],441399733152940032
False,[''],465370718775951360
False,[''],507741098249564160
False,[''],484828155467685888
True,['1 to 4 years (toddler/pre-school)'],544565237559881728
False,[''],532553724208893952
False,[''],532553724208893952
True,['0 to less than 1 year (baby/infant)'],532553724208893952
True,['0 to less than 1 year (baby/infant)'],532553724208893952
False,[''],467744986436751360
False,[''],496305688902389760
False,[''],479872591289913344
False,[''],452694968885194753
True,['0 to less than 1 year (baby/infant)'],442712579085848576
True,['0 to less than 1 year (baby/infant)'],518650924458594304
False,[''],470657523075526656
True,['14 to 17 years (high school)'],443151401644875776
True,"['5 to 10 years (elementary school)', '11 to 13 years (middle school)']",481072157644955648
True,['Unsure'],481072157644955648
False,[''],493137558822719489
True,"['5 to 10 years (elementary school)', '1 to 4 years (toddler/pre-school)']",426047650715013120
True,['0 to less than 1 year (baby/infant)'],541026539065077760
False,[''],462631147730919424
False,[''],536657173691260928
False,[''],536657173691260928
False,[''],446621577946615808
False,[''],546365648444850176
False,[''],533594151515074561
False,[''],420350696966193152
False,[''],429333481710440448
False,[''],512644973548695552
True,"['Unsure', '14 to 17 years (high school)']",531575173905149952
False,[''],547916633160024064
False,[''],522896887649931264
False,[''],447824788070105088
False,[''],426131063023218688
False,[''],426130471588990976
False,[''],484496852121710592
False,[''],453263378442510336
True,['Unsure'],442035118836686848
False,[''],424414350603223040
True,['1 to 4 years (toddler/pre-school)'],540670498175078400
False,[''],489203708849168384
False,[''],511232618277253120
False,[''],471134248410173440
False,[''],543028065283358720
False,[''],509096768202485760
False,[''],518597428094976000
False,[''],435919455432871936
False,[''],498643699191279616
True,"['14 to 17 years (high school)', 'Unsure']",516192188527804416
False,[''],469126004623953922
False,[''],469126004623953922
False,[''],469126004623953922
False,[''],469126004623953922
False,[''],436603337635803136
False,[''],547251470979305472
True,['1 to 4 years (toddler/pre-school)'],515955068458516481
True,['14 to 17 years (high school)'],438541375651708928
False,[''],486109925181886464
False,[''],446602648893263872
False,[''],540522574304641025
False,[''],520750180774080512
False,[''],441734440151044098
False,[''],441734440151044098
False,[''],509466487128883200
True,['0 to less than 1 year (baby/infant)'],452230471582105600
True,['0 to less than 1 year (baby/infant)'],516473780596518912
True,['0 to less than 1 year (baby/infant)'],511945633687961601
False,[''],537413069220372480
False,[''],443794230616788992
False,[''],500814154790604800
False,[''],506263168381759488
False,[''],487701330178637824
True,['0 to less than 1 year (baby/infant)'],539857687274876928
False,[''],488692284787929088
False,[''],486977934616317952
False,[''],463527195991080960
False,[''],514037547631001602
False,[''],461559517461757952
False,[''],442888900261191680
False,[''],539991397647257600
True,['1 to 4 years (toddler/pre-school)'],484809086609805312
True,['0 to less than 1 year (baby/infant)'],509918415889633280
False,[''],459503839729561601
False,[''],505013683387240449
True,['0 to less than 1 year (baby/infant)'],429955101734604800
False,[''],457509796565237760
True,['0 to less than 1 year (baby/infant)'],546723484500779012
False,[''],495760091791253504
False,[''],510080248399278080
False,[''],443233090245496832
False,[''],537821071115026433
False,[''],448607349146525697
False,[''],464231477019156480
False,[''],540210431449899008
False,[''],428287130188533760
False,[''],482279264796934144
False,[''],481073030857506817
False,[''],447461915045146624
False,[''],433644759215652865
False,[''],433644759215652865
False,[''],433644759215652865
False,[''],433644759215652865
False,[''],520807374026579968
False,[''],528299089952137216
False,[''],513337849677381633
True,['11 to 13 years (middle school)'],469483505496244224
False,[''],442102932386119680
True,['1 to 4 years (toddler/pre-school)'],419650714533511168
False,[''],536960611762970624
False,[''],434204333643538432
False,[''],432751534292492288
False,[''],435252637337124865
False,[''],507730566159282176
True,['1 to 4 years (toddler/pre-school)'],433968212284571648
False,[''],477097412629377024
False,[''],541048427753521152
False,[''],543975550201524226
False,[''],447748898128293888
True,"['0 to less than 1 year (baby/infant)', 'No specific age (children general)']",420701434514915328
False,[''],544018766418288640
False,[''],477971893987713026
False,[''],489778440287952897
False,[''],478829969854828546
False,[''],446525436248326145
False,[''],538598741452664832
False,[''],543912857327661056
False,[''],543912857327661056
False,[''],435006629298184193
False,[''],468799072254828544
False,[''],437434105873977344
True,['11 to 13 years (middle school)'],459433040670756864
True,['14 to 17 years (high school)'],476564725619490816
True,['14 to 17 years (high school)'],476564725619490816
False,[''],456989502968713216
False,[''],456989502968713216
False,[''],456989502968713216
True,['1 to 4 years (toddler/pre-school)'],451195884231852032
True,['1 to 4 years (toddler/pre-school)'],451195884231852032
True,['1 to 4 years (toddler/pre-school)'],451195884231852032
True,['1 to 4 years (toddler/pre-school)'],451195884231852032
False,[''],488955050912280577
False,[''],492364504152678400
False,[''],474238228338577408
False,[''],474238228338577408
False,[''],548898486301634560
False,[''],449831984513425408
False,[''],520466579171991552
False,[''],423589189192798208
False,[''],477910990332637186
False,[''],536186917063106560
True,['1 to 4 years (toddler/pre-school)'],455469541020434434
False,[''],460241365796786176
True,['14 to 17 years (high school)'],466950994803187712
False,[''],437036315683454976
False,[''],424584597809397760
False,[''],509926544723030017
False,[''],501411926208155648
False,[''],494972772406538240
False,[''],422535654703398912
False,[''],422535654703398912
False,[''],422535654703398912
False,[''],422535654703398912
True,"['5 to 10 years (elementary school)', 'Unsure']",507652154623266817
False,[''],479297368123514880
False,[''],479297368123514880
False,[''],479297368123514880
False,[''],479297368123514880
False,[''],452856122735886336
False,[''],521052161816281088
False,[''],521052161816281088
False,[''],521052161816281088
False,[''],521052161816281088
True,['0 to less than 1 year (baby/infant)'],443765885283889152
False,[''],532942162506166272
False,[''],538787734815395840
False,[''],422412512772886528
False,[''],427231175359610880
False,[''],479015768693022721
True,['11 to 13 years (middle school)'],537264379646193664
False,[''],419874753550508033
False,[''],418945718926069761
False,[''],548497580418953217
False,[''],549695566364823552
